DataHora;Referencia;Nivel;Erro;Sinal_de_Controle;Corrente_na_Bomba
2022-09-02 14:05:13.282481;27;1.70;25.30;25.30;0.00
2022-09-02 14:05:13.391828;27;1.70;25.30;31.30;0.80
2022-09-02 14:05:13.501177;27;1.69;25.31;31.31;0.63
2022-09-02 14:05:13.610527;27;1.80;25.20;31.20;1.55
2022-09-02 14:05:13.719876;27;1.64;25.36;31.36;1.70
2022-09-02 14:05:13.829225;27;1.67;25.33;31.33;1.78
2022-09-02 14:05:13.938574;27;1.75;25.25;31.25;1.77
2022-09-02 14:05:14.157273;27;1.73;25.27;31.27;1.78
2022-09-02 14:05:14.297865;27;1.71;25.29;31.29;1.81
2022-09-02 14:05:14.407214;27;1.71;25.29;31.29;1.83
2022-09-02 14:05:14.516562;27;1.77;25.23;31.23;1.82
2022-09-02 14:05:14.641533;27;1.71;25.29;31.29;1.81
2022-09-02 14:05:14.766504;27;1.71;25.29;31.29;1.81
2022-09-02 14:05:14.875853;27;1.72;25.28;31.28;2.07
2022-09-02 14:05:14.985201;27;1.74;25.26;31.26;1.97
2022-09-02 14:05:15.094550;27;1.71;25.29;31.29;1.79
2022-09-02 14:05:15.219521;27;1.69;25.31;31.31;1.82
2022-09-02 14:05:15.328872;27;1.68;25.32;31.32;1.81
2022-09-02 14:05:15.438220;27;1.71;25.29;31.29;1.87
2022-09-02 14:05:15.547569;27;1.90;25.10;31.10;1.91
2022-09-02 14:05:15.766267;27;1.53;25.47;31.47;1.74
2022-09-02 14:05:15.875616;27;2.09;24.91;30.91;1.89
2022-09-02 14:05:16.000588;27;2.22;24.78;30.78;1.80
2022-09-02 14:05:16.125558;27;2.67;24.33;30.33;1.79
2022-09-02 14:05:16.250527;27;2.63;24.37;30.37;1.79
2022-09-02 14:05:16.359876;27;2.77;24.23;30.23;1.77
2022-09-02 14:05:16.469227;27;2.76;24.24;30.24;1.78
2022-09-02 14:05:16.578575;27;2.94;24.06;30.06;2.08
2022-09-02 14:05:16.703546;27;3.02;23.98;29.98;1.82
2022-09-02 14:05:16.812894;27;3.20;23.80;29.80;1.81
2022-09-02 14:05:16.937865;27;3.56;23.44;29.44;1.80
2022-09-02 14:05:17.047215;27;3.65;23.35;29.35;1.81
2022-09-02 14:05:17.172184;27;3.33;23.67;29.67;1.80
2022-09-02 14:05:17.281535;27;3.74;23.26;29.26;1.79
2022-09-02 14:05:17.390883;27;3.79;23.21;29.21;2.10
2022-09-02 14:05:17.500231;27;3.99;23.01;29.01;1.82
2022-09-02 14:05:17.609580;27;4.13;22.87;28.87;1.89
2022-09-02 14:05:17.734551;27;4.35;22.65;28.65;1.95
2022-09-02 14:05:17.843900;27;4.68;22.32;28.32;1.76
2022-09-02 14:05:17.953250;27;4.02;22.98;28.98;1.76
2022-09-02 14:05:18.062599;27;4.69;22.31;28.31;1.84
2022-09-02 14:05:18.203190;27;5.55;21.45;27.45;1.86
2022-09-02 14:05:18.312539;27;4.68;22.32;28.32;1.88
2022-09-02 14:05:18.421888;27;5.15;21.85;27.85;2.06
2022-09-02 14:05:18.531238;27;5.03;21.97;27.97;1.83
2022-09-02 14:05:18.640586;27;5.59;21.41;27.41;1.87
2022-09-02 14:05:18.765558;27;5.82;21.18;27.18;1.81
2022-09-02 14:05:18.874907;27;6.17;20.83;26.83;1.90
2022-09-02 14:05:18.984257;27;5.68;21.32;27.32;1.81
2022-09-02 14:05:19.109227;27;5.93;21.07;27.07;1.96
2022-09-02 14:05:19.218575;27;6.60;20.40;26.40;1.71
2022-09-02 14:05:19.327925;27;6.71;20.29;26.29;1.86
2022-09-02 14:05:19.437274;27;6.44;20.56;26.56;1.79
2022-09-02 14:05:19.546623;27;6.98;20.02;26.02;1.85
2022-09-02 14:05:19.671593;27;6.79;20.21;26.21;1.75
2022-09-02 14:05:19.780942;27;7.29;19.71;25.71;2.06
2022-09-02 14:05:19.890292;27;6.86;20.14;26.14;1.74
2022-09-02 14:05:20.015262;27;7.12;19.88;25.88;2.04
2022-09-02 14:05:20.124611;27;6.88;20.12;26.12;1.76
2022-09-02 14:05:20.249581;27;7.28;19.72;25.72;1.82
2022-09-02 14:05:20.358930;27;7.70;19.30;25.30;1.81
2022-09-02 14:05:20.483902;27;7.92;19.08;25.08;1.85
2022-09-02 14:05:20.593250;27;7.82;19.18;25.18;1.82
2022-09-02 14:05:20.718220;27;8.40;18.60;24.60;1.80
2022-09-02 14:05:20.827570;27;8.45;18.55;24.55;1.81
2022-09-02 14:05:20.936920;27;8.53;18.47;24.47;1.80
2022-09-02 14:05:21.046269;27;8.64;18.36;24.36;1.68
2022-09-02 14:05:21.155618;27;8.69;18.31;24.31;1.77
2022-09-02 14:05:21.264966;27;8.74;18.26;24.26;1.76
2022-09-02 14:05:21.374316;27;8.77;18.23;24.23;1.86
2022-09-02 14:05:21.483666;27;8.86;18.14;24.14;1.78
2022-09-02 14:05:21.593014;27;9.14;17.86;23.86;2.00
2022-09-02 14:05:21.717984;27;9.27;17.73;23.73;1.82
2022-09-02 14:05:21.827333;27;9.37;17.63;23.63;1.80
2022-09-02 14:05:21.936683;27;9.53;17.47;23.47;1.81
2022-09-02 14:05:22.046032;27;10.01;16.99;22.99;1.80
2022-09-02 14:05:22.155382;27;9.62;17.38;23.38;1.94
2022-09-02 14:05:22.280350;27;9.88;17.12;23.12;1.80
2022-09-02 14:05:22.389702;27;10.18;16.82;22.82;1.76
2022-09-02 14:05:22.499050;27;10.32;16.68;22.68;1.82
2022-09-02 14:05:22.624019;27;10.31;16.69;22.69;1.80
2022-09-02 14:05:22.733371;27;10.27;16.73;22.73;1.79
2022-09-02 14:05:22.842718;27;10.09;16.91;22.91;1.82
2022-09-02 14:05:22.952069;27;10.75;16.25;22.25;2.09
2022-09-02 14:05:23.077039;27;10.81;16.19;22.19;1.73
2022-09-02 14:05:23.202008;27;11.22;15.78;21.78;1.83
2022-09-02 14:05:23.311358;27;11.42;15.58;21.58;1.74
2022-09-02 14:05:23.420707;27;11.67;15.33;21.33;1.87
2022-09-02 14:05:23.530056;27;11.19;15.81;21.81;1.78
2022-09-02 14:05:23.639404;27;11.15;15.85;21.85;1.76
2022-09-02 14:05:23.764375;27;11.08;15.92;21.92;1.79
2022-09-02 14:05:23.873724;27;11.39;15.61;21.61;1.73
2022-09-02 14:05:23.983075;27;11.60;15.40;21.40;1.83
2022-09-02 14:05:24.092423;27;11.77;15.23;21.23;1.82
2022-09-02 14:05:24.217393;27;11.32;15.68;21.68;1.79
2022-09-02 14:05:24.326743;27;11.94;15.06;21.06;1.81
2022-09-02 14:05:24.436091;27;12.02;14.98;20.98;1.70
2022-09-02 14:05:24.561063;27;12.00;15.00;21.00;1.79
2022-09-02 14:05:24.670411;27;12.57;14.43;20.43;1.83
2022-09-02 14:05:24.779760;27;12.01;14.99;20.99;1.84
2022-09-02 14:05:24.935973;27;13.25;13.75;19.75;1.81
2022-09-02 14:05:25.045322;27;12.59;14.41;20.41;1.78
2022-09-02 14:05:25.154671;27;12.86;14.14;20.14;1.72
2022-09-02 14:05:25.279643;27;13.17;13.83;19.83;1.93
2022-09-02 14:05:25.404612;27;12.93;14.07;20.07;1.84
2022-09-02 14:05:25.513962;27;13.17;13.83;19.83;1.81
2022-09-02 14:05:25.623310;27;13.11;13.89;19.89;1.84
2022-09-02 14:05:25.732660;27;13.71;13.29;19.29;1.71
2022-09-02 14:05:25.842008;27;13.85;13.15;19.15;1.74
2022-09-02 14:05:25.982600;27;13.63;13.37;19.37;1.94
2022-09-02 14:05:26.091950;27;13.78;13.22;19.22;1.85
2022-09-02 14:05:26.216919;27;14.24;12.76;18.76;1.77
2022-09-02 14:05:26.326270;27;14.67;12.33;18.33;2.10
2022-09-02 14:05:26.451239;27;14.51;12.49;18.49;1.72
2022-09-02 14:05:26.560588;27;14.26;12.74;18.74;1.77
2022-09-02 14:05:26.669939;27;14.62;12.38;18.38;1.80
2022-09-02 14:05:26.779288;27;14.48;12.52;18.52;1.78
2022-09-02 14:05:26.904258;27;14.78;12.22;18.22;1.80
2022-09-02 14:05:27.013607;27;14.70;12.30;18.30;1.71
2022-09-02 14:05:27.122955;27;14.87;12.13;18.13;1.96
2022-09-02 14:05:27.247925;27;15.10;11.90;17.90;1.81
2022-09-02 14:05:27.357274;27;14.89;12.11;18.11;1.83
2022-09-02 14:05:27.466624;27;15.18;11.82;17.82;1.89
2022-09-02 14:05:27.575976;27;15.05;11.95;17.95;1.81
2022-09-02 14:05:27.700944;27;15.56;11.44;17.44;1.78
2022-09-02 14:05:27.825915;27;15.47;11.53;17.53;1.87
2022-09-02 14:05:27.935265;27;15.67;11.33;17.33;1.78
2022-09-02 14:05:28.060236;27;15.55;11.45;17.45;1.78
2022-09-02 14:05:28.169584;27;15.81;11.19;17.19;1.78
2022-09-02 14:05:28.278932;27;16.09;10.91;16.91;1.74
2022-09-02 14:05:28.388286;27;16.06;10.94;16.94;2.12
2022-09-02 14:05:28.497630;27;16.45;10.55;16.55;1.77
2022-09-02 14:05:28.622600;27;16.09;10.91;16.91;1.66
2022-09-02 14:05:28.747571;27;16.62;10.38;16.38;1.81
2022-09-02 14:05:28.872541;27;16.99;10.01;16.01;1.85
2022-09-02 14:05:28.981891;27;16.91;10.09;16.09;1.70
2022-09-02 14:05:29.091240;27;16.60;10.40;16.40;1.75
2022-09-02 14:05:29.216210;27;16.90;10.10;16.10;1.66
2022-09-02 14:05:29.325559;27;17.05;9.95;15.95;1.89
2022-09-02 14:05:29.434910;27;16.57;10.43;16.43;1.82
2022-09-02 14:05:29.544257;27;17.10;9.90;15.90;2.04
2022-09-02 14:05:29.669228;27;17.34;9.66;15.66;1.80
2022-09-02 14:05:29.778578;27;17.55;9.45;15.45;1.72
2022-09-02 14:05:29.887934;27;17.85;9.15;15.15;1.83
2022-09-02 14:05:29.997276;27;17.72;9.28;15.28;1.75
2022-09-02 14:05:30.122245;27;17.70;9.30;15.30;1.80
2022-09-02 14:05:30.247216;27;17.90;9.10;15.10;1.81
2022-09-02 14:05:30.356565;27;17.82;9.18;15.18;1.82
2022-09-02 14:05:30.465914;27;18.12;8.88;14.88;1.69
2022-09-02 14:05:30.575264;27;18.16;8.84;14.84;1.79
2022-09-02 14:05:30.684614;27;18.49;8.51;14.51;2.02
2022-09-02 14:05:30.793963;27;18.28;8.72;14.72;1.81
2022-09-02 14:05:30.903312;27;18.83;8.17;14.17;2.08
2022-09-02 14:05:31.012661;27;18.40;8.60;14.60;1.77
2022-09-02 14:05:31.137631;27;18.87;8.13;14.13;2.07
2022-09-02 14:05:31.262602;27;18.84;8.16;14.16;1.77
2022-09-02 14:05:31.371950;27;18.98;8.02;14.02;1.86
2022-09-02 14:05:31.481299;27;19.01;7.99;13.99;1.85
2022-09-02 14:05:31.606271;27;19.19;7.81;13.81;1.90
2022-09-02 14:05:31.715620;27;19.41;7.59;13.59;2.03
2022-09-02 14:05:31.824969;27;19.57;7.43;13.43;1.80
2022-09-02 14:05:31.934319;27;19.40;7.60;13.60;1.78
2022-09-02 14:05:32.043667;27;19.80;7.20;13.20;1.83
2022-09-02 14:05:32.153015;27;19.80;7.20;13.20;1.79
2022-09-02 14:05:32.277986;27;19.73;7.27;13.27;1.82
2022-09-02 14:05:32.387338;27;19.90;7.10;13.10;1.78
2022-09-02 14:05:32.496685;27;19.96;7.04;13.04;2.00
2022-09-02 14:05:32.606033;27;20.34;6.66;12.66;2.09
2022-09-02 14:05:32.731005;27;20.45;6.55;12.55;1.81
2022-09-02 14:05:32.840353;27;20.33;6.67;12.67;1.69
2022-09-02 14:05:32.949702;27;20.37;6.63;12.63;1.74
2022-09-02 14:05:33.059051;27;20.31;6.69;12.69;1.92
2022-09-02 14:05:33.184023;27;20.60;6.40;12.40;1.80
2022-09-02 14:05:33.293372;27;20.61;6.39;12.39;1.78
2022-09-02 14:05:33.418341;27;20.48;6.52;12.52;2.01
2022-09-02 14:05:33.527692;27;20.93;6.07;12.07;1.80
2022-09-02 14:05:33.652662;27;20.86;6.14;12.14;1.97
2022-09-02 14:05:33.762010;27;21.17;5.83;11.83;2.05
2022-09-02 14:05:33.871361;27;21.20;5.80;11.80;1.86
2022-09-02 14:05:33.980708;27;21.08;5.92;11.92;1.77
2022-09-02 14:05:34.090058;27;21.23;5.77;11.77;1.78
2022-09-02 14:05:34.199407;27;21.57;5.43;11.43;1.93
2022-09-02 14:05:34.324378;27;21.54;5.46;11.46;1.88
2022-09-02 14:05:34.433727;27;21.68;5.32;11.32;2.01
2022-09-02 14:05:34.558698;27;21.80;5.20;11.20;1.81
2022-09-02 14:05:34.668046;27;21.75;5.25;11.25;1.79
2022-09-02 14:05:34.793017;27;21.96;5.04;11.04;1.78
2022-09-02 14:05:34.917987;27;21.98;5.02;11.02;1.81
2022-09-02 14:05:35.027336;27;22.11;4.89;10.89;1.76
2022-09-02 14:05:35.136686;27;22.32;4.68;10.68;1.78
2022-09-02 14:05:35.246033;27;22.19;4.81;10.81;1.78
2022-09-02 14:05:35.355383;27;22.47;4.53;10.53;1.82
2022-09-02 14:05:35.495974;27;22.45;4.55;10.55;1.86
2022-09-02 14:05:35.605324;27;22.67;4.33;10.33;1.76
2022-09-02 14:05:35.730296;27;22.41;4.59;10.59;1.76
2022-09-02 14:05:35.839643;27;22.77;4.23;10.23;1.78
2022-09-02 14:05:35.964613;27;22.87;4.13;10.13;1.80
2022-09-02 14:05:36.073964;27;22.94;4.06;10.06;1.78
2022-09-02 14:05:36.214556;27;23.02;3.98;9.98;1.82
2022-09-02 14:05:36.323903;27;23.06;3.94;9.94;1.83
2022-09-02 14:05:36.433253;27;23.19;3.81;9.81;1.77
2022-09-02 14:05:36.542602;27;23.23;3.77;9.77;1.78
2022-09-02 14:05:36.651952;27;23.38;3.62;9.62;1.86
2022-09-02 14:05:36.761301;27;23.47;3.53;9.53;1.80
2022-09-02 14:05:36.901894;27;23.53;3.47;9.47;1.87
2022-09-02 14:05:37.011242;27;23.64;3.36;9.36;1.82
2022-09-02 14:05:37.120590;27;23.70;3.30;9.30;1.76
2022-09-02 14:05:37.261184;27;23.67;3.33;9.33;1.77
2022-09-02 14:05:37.370532;27;23.96;3.04;9.04;1.77
2022-09-02 14:05:37.479880;27;23.97;3.03;9.03;1.71
2022-09-02 14:05:37.620473;27;24.08;2.92;8.92;1.74
2022-09-02 14:05:37.745444;27;24.17;2.83;8.83;1.76
2022-09-02 14:05:37.854792;27;24.23;2.77;8.77;1.89
2022-09-02 14:05:37.979763;27;24.10;2.90;8.90;1.78
2022-09-02 14:05:38.089112;27;24.37;2.63;8.63;1.81
2022-09-02 14:05:38.214083;27;24.48;2.52;8.52;1.76
2022-09-02 14:05:38.323432;27;24.64;2.36;8.36;1.95
2022-09-02 14:05:38.448401;27;24.77;2.23;8.23;1.99
2022-09-02 14:05:38.573371;27;24.76;2.24;8.24;1.85
2022-09-02 14:05:38.682722;27;25.04;1.96;7.96;1.87
2022-09-02 14:05:38.792070;27;25.04;1.96;7.96;1.73
2022-09-02 14:05:38.901421;27;25.09;1.91;7.91;1.77
2022-09-02 14:05:39.010769;27;25.07;1.93;7.93;1.66
2022-09-02 14:05:39.135740;27;25.24;1.76;7.76;1.71
2022-09-02 14:05:39.260711;27;25.32;1.68;7.68;1.81
2022-09-02 14:05:39.370059;27;25.39;1.61;7.61;1.72
2022-09-02 14:05:39.479407;27;25.49;1.51;7.51;1.67
2022-09-02 14:05:39.604379;27;25.55;1.45;7.45;1.71
2022-09-02 14:05:39.729350;27;25.62;1.38;7.38;1.76
2022-09-02 14:05:39.854320;27;25.71;1.29;7.29;1.86
2022-09-02 14:05:39.963670;27;25.78;1.22;7.22;1.81
2022-09-02 14:05:40.104259;27;25.90;1.10;7.10;1.79
2022-09-02 14:05:40.213609;27;25.96;1.04;7.04;2.01
2022-09-02 14:05:40.338580;27;26.16;0.84;6.84;1.88
2022-09-02 14:05:40.447954;27;26.17;0.83;6.83;1.80
2022-09-02 14:05:40.572899;27;26.21;0.79;6.79;1.77
2022-09-02 14:05:40.682249;27;26.29;0.71;6.71;1.85
2022-09-02 14:05:40.791597;27;26.42;0.58;6.58;1.77
2022-09-02 14:05:40.916569;27;26.46;0.54;6.54;1.82
2022-09-02 14:05:41.041538;27;26.65;0.35;6.35;1.79
2022-09-02 14:05:41.166510;27;26.64;0.36;6.36;1.81
2022-09-02 14:05:41.275857;27;26.73;0.27;6.27;1.78
2022-09-02 14:05:41.400828;27;26.87;0.13;6.13;1.80
2022-09-02 14:05:41.525800;27;26.89;0.11;6.11;1.79
2022-09-02 14:05:41.635148;27;27.00;-0.00;6.00;2.01
2022-09-02 14:05:41.760118;27;27.16;-0.16;5.84;1.97
2022-09-02 14:05:41.869468;27;27.17;-0.17;5.78;1.78
2022-09-02 14:05:41.978817;27;27.32;-0.32;5.57;1.82
2022-09-02 14:05:42.119408;27;27.35;-0.35;5.43;1.79
2022-09-02 14:05:42.244378;27;27.47;-0.47;5.19;1.84
2022-09-02 14:05:42.353728;27;27.53;-0.53;4.98;1.78
2022-09-02 14:05:42.463078;27;27.63;-0.63;4.70;2.02
2022-09-02 14:05:42.572426;27;27.69;-0.69;4.43;1.87
2022-09-02 14:05:42.681776;27;27.76;-0.76;4.13;1.80
2022-09-02 14:05:42.806745;27;27.85;-0.85;3.78;1.90
2022-09-02 14:05:42.916096;27;28.02;-1.02;3.33;1.64
2022-09-02 14:05:43.025444;27;28.00;-1.00;3.01;1.45
2022-09-02 14:05:43.150415;27;27.99;-0.99;2.69;1.21
2022-09-02 14:05:43.259763;27;28.04;-1.04;2.31;1.12
2022-09-02 14:05:43.369114;27;28.05;-1.05;1.95;1.01
2022-09-02 14:05:43.478461;27;28.09;-1.09;1.56;0.88
2022-09-02 14:05:43.587811;27;28.06;-1.06;1.23;0.69
2022-09-02 14:05:43.728403;27;28.10;-1.10;0.83;0.62
2022-09-02 14:05:43.837752;27;28.07;-1.07;0.49;0.47
2022-09-02 14:05:43.947102;27;28.05;-1.05;0.16;0.44
2022-09-02 14:05:44.056450;27;28.02;-1.02;-0.16;0.29
2022-09-02 14:05:44.181421;27;27.97;-0.97;-0.45;-0.30
2022-09-02 14:05:44.290771;27;27.96;-0.96;-0.76;-0.39
2022-09-02 14:05:44.400119;27;27.83;-0.83;-0.96;-0.45
2022-09-02 14:05:44.509468;27;27.73;-0.73;-1.13;-0.44
2022-09-02 14:05:44.650061;27;27.80;-0.80;-1.45;-0.59
2022-09-02 14:05:44.775030;27;27.66;-0.66;-1.57;-0.65
2022-09-02 14:05:44.884380;27;27.50;-0.50;-1.63;-0.68
2022-09-02 14:05:44.993729;27;27.42;-0.42;-1.72;-0.72
2022-09-02 14:05:45.118698;27;27.24;-0.24;-1.67;-0.80
2022-09-02 14:05:45.228047;27;27.14;-0.14;-1.65;-0.72
2022-09-02 14:05:45.337397;27;27.00;0.00;-1.56;-0.86
2022-09-02 14:05:45.446746;27;26.88;0.12;-1.44;-0.68
2022-09-02 14:05:45.556095;27;26.76;0.24;-1.28;-0.63
2022-09-02 14:05:45.681065;27;26.69;0.31;-1.13;-0.55
2022-09-02 14:05:45.790416;27;26.59;0.41;-0.93;-0.67
2022-09-02 14:05:45.899765;27;26.60;0.40;-0.80;-0.52
2022-09-02 14:05:46.009113;27;26.59;0.41;-0.65;-0.39
2022-09-02 14:05:46.118462;27;26.58;0.42;-0.51;-0.40
2022-09-02 14:05:46.259054;27;26.65;0.35;-0.44;-0.37
2022-09-02 14:05:46.368403;27;26.76;0.24;-0.43;-0.42
2022-09-02 14:05:46.477752;27;26.90;0.10;-0.50;-0.34
2022-09-02 14:05:46.587101;27;26.99;0.01;-0.55;-0.36
2022-09-02 14:05:46.712072;27;27.07;-0.07;-0.63;-0.35
2022-09-02 14:05:46.821420;27;27.10;-0.10;-0.68;-0.42
2022-09-02 14:05:46.930773;27;27.13;-0.13;-0.75;-0.48
2022-09-02 14:05:47.040120;27;27.12;-0.12;-0.78;-0.39
2022-09-02 14:05:47.149469;27;27.07;-0.07;-0.77;-0.41
2022-09-02 14:05:47.274439;27;27.01;-0.01;-0.74;-0.41
2022-09-02 14:05:47.399409;27;26.95;0.05;-0.68;-0.40
2022-09-02 14:05:47.508759;27;26.88;0.12;-0.59;-0.41
2022-09-02 14:05:47.618108;27;26.82;0.18;-0.49;-0.36
2022-09-02 14:05:47.743079;27;26.75;0.25;-0.36;-0.34
2022-09-02 14:05:47.852426;27;26.63;0.37;-0.16;-0.34
2022-09-02 14:05:47.961776;27;26.52;0.48;0.07;-0.29
2022-09-02 14:05:48.071125;27;26.45;0.55;0.31;0.13
2022-09-02 14:05:48.180475;27;26.33;0.67;0.61;0.42
2022-09-02 14:05:48.289823;27;26.27;0.73;0.89;0.45
2022-09-02 14:05:48.399172;27;26.22;0.78;1.19;0.47
2022-09-02 14:05:48.524143;27;26.14;0.86;1.52;0.58
2022-09-02 14:05:48.633493;27;26.03;0.97;1.92;0.64
2022-09-02 14:05:48.742841;27;25.93;1.07;2.34;0.82
2022-09-02 14:05:48.867812;27;25.85;1.15;2.78;0.94
2022-09-02 14:05:49.008407;27;25.77;1.23;3.25;1.33
2022-09-02 14:05:49.117753;27;25.68;1.32;3.75;1.39
2022-09-02 14:05:49.258352;27;25.56;1.44;4.31;1.63
2022-09-02 14:05:49.383314;27;25.41;1.59;4.94;1.79
2022-09-02 14:05:49.492665;27;25.32;1.68;5.55;2.05
2022-09-02 14:05:49.602012;27;25.22;1.78;6.21;1.90
2022-09-02 14:05:49.726983;27;25.12;1.88;6.91;1.75
2022-09-02 14:05:49.836333;27;25.05;1.95;7.61;1.78
2022-09-02 14:05:49.961303;27;24.87;2.13;8.13;1.83
2022-09-02 14:05:50.070653;27;24.76;2.24;8.24;2.05
2022-09-02 14:05:50.195624;27;24.69;2.31;8.31;1.83
2022-09-02 14:05:50.320593;27;24.70;2.30;8.30;1.81
2022-09-02 14:05:50.429942;27;24.68;2.32;8.32;1.87
2022-09-02 14:05:50.539292;27;24.61;2.39;8.39;1.80
2022-09-02 14:05:50.664261;27;24.54;2.46;8.46;1.82
2022-09-02 14:05:50.773611;27;24.59;2.41;8.41;1.78
2022-09-02 14:05:50.882961;27;24.57;2.43;8.43;1.80
2022-09-02 14:05:50.992309;27;24.60;2.40;8.40;1.74
2022-09-02 14:05:51.117280;27;24.55;2.45;8.45;1.84
2022-09-02 14:05:51.257872;27;24.72;2.28;8.28;1.78
2022-09-02 14:05:51.367221;27;24.62;2.38;8.38;1.78
2022-09-02 14:05:51.476570;27;24.78;2.22;8.22;1.78
2022-09-02 14:05:51.585918;27;24.73;2.27;8.27;1.90
2022-09-02 14:05:51.726510;27;24.86;2.14;8.14;1.80
2022-09-02 14:05:51.913967;27;24.89;2.11;8.11;1.83
2022-09-02 14:05:52.038938;27;24.95;2.05;8.05;1.67
2022-09-02 14:05:52.148287;27;24.96;2.04;8.04;2.01
2022-09-02 14:05:52.273256;27;25.04;1.96;7.96;1.81
2022-09-02 14:05:52.382605;27;25.09;1.91;7.91;1.82
2022-09-02 14:05:52.491954;27;25.17;1.83;7.83;1.77
2022-09-02 14:05:52.601303;27;25.30;1.70;7.70;1.71
2022-09-02 14:05:52.726274;27;25.15;1.85;7.85;1.82
2022-09-02 14:05:52.835624;27;25.27;1.73;7.73;1.78
2022-09-02 14:05:52.944973;27;25.32;1.68;7.68;1.81
2022-09-02 14:05:53.054321;27;25.29;1.71;7.71;1.99
2022-09-02 14:05:53.163672;27;25.38;1.62;7.62;1.76
2022-09-02 14:05:53.273020;27;25.42;1.58;7.58;1.81
2022-09-02 14:05:53.382370;27;25.48;1.52;7.52;1.81
2022-09-02 14:05:53.491718;27;25.64;1.36;7.36;1.82
2022-09-02 14:05:53.601068;27;25.55;1.45;7.45;1.69
2022-09-02 14:05:53.726039;27;25.66;1.34;7.34;1.81
2022-09-02 14:05:53.835386;27;25.67;1.33;7.33;1.76
2022-09-02 14:05:53.944736;27;25.70;1.30;7.30;2.09
2022-09-02 14:05:54.054085;27;25.72;1.28;7.28;1.84
2022-09-02 14:05:54.179055;27;25.82;1.18;7.18;1.85
2022-09-02 14:05:54.304025;27;25.85;1.15;7.15;1.77
2022-09-02 14:05:54.413376;27;25.91;1.09;7.09;1.87
2022-09-02 14:05:54.522724;27;26.02;0.98;6.98;1.75
2022-09-02 14:05:54.647694;27;25.94;1.06;7.06;1.99
2022-09-02 14:05:54.772664;27;26.10;0.90;6.90;1.77
2022-09-02 14:05:54.882016;27;26.08;0.92;6.92;1.68
2022-09-02 14:05:54.991363;27;26.17;0.83;6.83;1.79
2022-09-02 14:05:55.100713;27;26.21;0.79;6.79;1.95
2022-09-02 14:05:55.225683;27;26.28;0.72;6.72;1.78
2022-09-02 14:05:55.331822;27;26.35;0.65;6.65;1.81
2022-09-02 14:05:55.441170;27;26.43;0.57;6.57;2.08
2022-09-02 14:05:55.550519;27;26.33;0.67;6.67;1.64
2022-09-02 14:05:55.675491;27;26.50;0.50;6.50;1.77
2022-09-02 14:05:55.800462;27;26.51;0.49;6.49;1.78
2022-09-02 14:05:55.925432;27;26.60;0.40;6.40;1.71
2022-09-02 14:05:56.050402;27;26.71;0.29;6.29;1.81
2022-09-02 14:05:56.175372;27;26.70;0.30;6.30;1.79
2022-09-02 14:05:56.284720;27;26.79;0.21;6.21;1.80
2022-09-02 14:05:56.409691;27;26.81;0.19;6.19;1.81
2022-09-02 14:05:56.534663;27;26.85;0.15;6.15;1.80
2022-09-02 14:05:56.644011;27;26.97;0.03;6.03;1.81
2022-09-02 14:05:56.768981;27;26.99;0.01;6.01;1.92
2022-09-02 14:05:56.893952;27;26.99;0.01;6.01;1.91
2022-09-02 14:05:57.018922;27;27.04;-0.04;5.96;1.73
2022-09-02 14:05:57.128275;27;27.08;-0.08;5.90;2.01
2022-09-02 14:05:57.268864;27;27.22;-0.22;5.74;1.76
2022-09-02 14:05:57.378213;27;27.34;-0.34;5.55;1.95
2022-09-02 14:05:57.487562;27;27.35;-0.35;5.42;2.03
2022-09-02 14:05:57.596910;27;27.42;-0.42;5.23;1.85
2022-09-02 14:05:57.721881;27;27.51;-0.51;5.00;1.86
2022-09-02 14:05:57.831231;27;27.46;-0.46;4.89;1.78
2022-09-02 14:05:57.956202;27;27.56;-0.56;4.63;1.77
2022-09-02 14:05:58.065551;27;27.61;-0.61;4.40;2.06
2022-09-02 14:05:58.190521;27;27.65;-0.65;4.15;1.79
2022-09-02 14:05:58.315490;27;27.76;-0.76;3.83;2.10
2022-09-02 14:05:58.424842;27;27.80;-0.80;3.54;1.72
2022-09-02 14:05:58.534189;27;27.83;-0.83;3.24;1.57
2022-09-02 14:05:58.674781;27;27.96;-0.96;2.83;1.51
2022-09-02 14:05:58.784129;27;27.86;-0.86;2.61;1.19
2022-09-02 14:05:58.909100;27;27.90;-0.90;2.28;1.09
2022-09-02 14:05:59.034071;27;27.93;-0.93;1.96;1.00
2022-09-02 14:05:59.159041;27;27.81;-0.81;1.76;0.85
2022-09-02 14:05:59.284012;27;27.87;-0.87;1.44;0.84
2022-09-02 14:05:59.393361;27;27.90;-0.90;1.12;0.67
2022-09-02 14:05:59.502713;27;27.80;-0.80;0.91;0.55
2022-09-02 14:05:59.612060;27;27.75;-0.75;0.70;0.47
2022-09-02 14:05:59.752651;27;27.65;-0.65;0.54;0.54
2022-09-02 14:05:59.862000;27;27.65;-0.65;0.32;0.45
2022-09-02 14:05:59.971349;27;27.56;-0.56;0.20;0.43
2022-09-02 14:06:00.080698;27;27.49;-0.49;0.09;0.38
2022-09-02 14:06:00.205668;27;27.44;-0.44;-0.03;0.17
2022-09-02 14:06:00.315019;27;27.44;-0.44;-0.18;-0.06
2022-09-02 14:06:00.424367;27;27.36;-0.36;-0.25;-0.34
